deviceId,deviceType,os,lastUsed,ipAddresses
25f7cc13-41a2-4fc2-9b7e-94ccb685a135,Mobile,iOS,2025-01-31,"['47.184.250.133', '77.199.13.137']"
3fe18aee-6f11-4623-81ba-d23f553b00ac,Desktop,iOS,2025-01-30,['31.84.199.84']
78e55bd5-7620-44c1-9e5d-d75c30337814,Mobile,Windows,2025-02-10,['62.214.158.114']
4730405c-3150-4f3b-b095-2f4f9ee43604,Tablet,Android,2025-02-08,"['203.108.135.24', '186.120.87.12']"
206abb9f-53d6-41bd-afb1-eeb08f85a7e1,Tablet,iOS,2025-01-09,"['33.139.253.186', '148.206.119.190']"
b4c82953-4072-4ff2-8465-c3f8f457088f,Mobile,iOS,2025-02-23,['165.0.40.61']
07940fc4-d0d2-4558-a834-5b4f6e5f208f,Tablet,iOS,2025-01-26,['176.195.61.107']
fde953b0-e74c-4240-b96d-7366828d3cb3,Mobile,Windows,2025-01-05,"['147.211.52.188', '156.76.186.130']"
3065ea43-01b6-48e3-b028-023efe15fcb6,Mobile,Windows,2025-01-18,['116.141.208.44']
5df04572-d80c-4ba1-a2b0-fe49e74e5b65,Tablet,iOS,2025-02-12,"['63.14.66.175', '188.232.18.143']"
a65b6c51-ed36-446f-88a5-cc68683968f7,Mobile,Windows,2025-02-06,['25.30.191.223']
57a23212-a3a9-45db-90b3-f5e181a28689,Desktop,iOS,2025-01-21,['74.105.157.45']
41e0cfbd-7476-4e1a-b9cf-e3b946cb432c,Tablet,iOS,2025-01-08,"['178.233.235.215', '42.205.73.126']"
e9d3f77d-a89f-4cf3-95ef-cad561584b92,Desktop,Windows,2025-01-23,['143.93.39.224']
ed394586-9c56-4469-8d9d-886d90c7e224,Desktop,Windows,2025-01-10,"['182.245.49.84', '109.27.5.219']"
bf2e20a7-3580-48c6-ae04-c3d87f5157c9,Tablet,Windows,2025-02-22,['108.223.98.209']
91a8f718-d7fa-459f-8b84-22749d69f4da,Desktop,Windows,2025-02-13,"['75.118.194.217', '97.206.52.37']"
33c5dbfe-9798-4804-9bd0-d9be2752d4dd,Desktop,Android,2025-01-04,"['117.8.195.243', '182.161.190.117']"
